"","ref_date","geo","value"
"1270",2016-10-01,"Alberta",25.3
"1271",2016-11-01,"Alberta",23.3
"1272",2016-12-01,"Alberta",22.3
"1273",2017-01-01,"Alberta",22.9
"1274",2017-02-01,"Alberta",23.3
"1275",2017-03-01,"Alberta",23.9
"1276",2017-04-01,"Alberta",27.2
"1277",2017-05-01,"Alberta",23.5
"1278",2017-06-01,"Alberta",25.8
"1279",2017-07-01,"Alberta",20.7
"1280",2017-08-01,"Alberta",20.9
"1281",2017-09-01,"Alberta",21.8
"1282",2017-10-01,"Alberta",20.6
"1283",2017-11-01,"Alberta",21.7
"1284",2017-12-01,"Alberta",24
"1285",2018-01-01,"Alberta",23
"1286",2018-02-01,"Alberta",22.2
"1287",2018-03-01,"Alberta",20.9
"1288",2018-04-01,"Alberta",24
"1289",2018-05-01,"Alberta",18.9
"1290",2018-06-01,"Alberta",21.6
"1291",2018-07-01,"Alberta",19.3
"1292",2018-08-01,"Alberta",21.7
"1293",2018-09-01,"Alberta",20
"1294",2018-10-01,"Alberta",21.2
"1295",2018-11-01,"Alberta",23.6
"1296",2018-12-01,"Alberta",22.4
"1297",2019-01-01,"Alberta",23.9
"1298",2019-02-01,"Alberta",22.1
"1299",2019-03-01,"Alberta",23.2
"1300",2019-04-01,"Alberta",20.5
"1301",2019-05-01,"Alberta",19.4
"1302",2019-06-01,"Alberta",20.3
"1303",2019-07-01,"Alberta",23.2
"1304",2019-08-01,"Alberta",20.1
"1305",2019-09-01,"Alberta",16.6
"1306",2019-10-01,"Alberta",17.6
"1307",2019-11-01,"Alberta",20.5
"1308",2019-12-01,"Alberta",18.9
"1309",2020-01-01,"Alberta",17.7
"1310",2020-02-01,"Alberta",21.5
"1311",2020-03-01,"Alberta",15.5
"1312",2020-04-01,"Alberta",12
"1313",2020-05-01,"Alberta",14.2
"1314",2020-06-01,"Alberta",14.9
"1315",2020-07-01,"Alberta",15.8
"1316",2020-08-01,"Alberta",20.3
"1317",2020-09-01,"Alberta",22.1
"1318",2020-10-01,"Alberta",24
"1319",2020-11-01,"Alberta",22.2
"1320",2020-12-01,"Alberta",23.2
"1321",2010-01-01,"British Columbia",18.2
"1322",2010-02-01,"British Columbia",14.9
"1323",2010-03-01,"British Columbia",21.8
"1324",2010-04-01,"British Columbia",18.2
"1325",2010-05-01,"British Columbia",17.7
"1326",2010-06-01,"British Columbia",17.8
"1327",2010-07-01,"British Columbia",16.3
"1328",2010-08-01,"British Columbia",16.9
"1329",2010-09-01,"British Columbia",19.9
"1330",2010-10-01,"British Columbia",16.5
"1331",2010-11-01,"British Columbia",21.8
"1332",2010-12-01,"British Columbia",23
"1333",2011-01-01,"British Columbia",18.2
"1334",2011-02-01,"British Columbia",17.8
"1335",2011-03-01,"British Columbia",21.3
"1336",2011-04-01,"British Columbia",22
"1337",2011-05-01,"British Columbia",18
"1338",2011-06-01,"British Columbia",20.4
"1339",2011-07-01,"British Columbia",21.8
"1340",2011-08-01,"British Columbia",21.1
"1341",2011-09-01,"British Columbia",20.3
"1342",2011-10-01,"British Columbia",29.3
"1343",2011-11-01,"British Columbia",25.7
"1344",2011-12-01,"British Columbia",26.3
"1345",2012-01-01,"British Columbia",17.7
"1346",2012-02-01,"British Columbia",19.9
"1347",2012-03-01,"British Columbia",19.4
"1348",2012-04-01,"British Columbia",19.5
"1349",2012-05-01,"British Columbia",18.8
"1350",2012-06-01,"British Columbia",21
"1351",2012-07-01,"British Columbia",20.1
"1352",2012-08-01,"British Columbia",21.5
"1353",2012-09-01,"British Columbia",19
"1354",2012-10-01,"British Columbia",20.8
"1355",2012-11-01,"British Columbia",18.6
"1356",2012-12-01,"British Columbia",17.7
"1357",2013-01-01,"British Columbia",19.4
"1358",2013-02-01,"British Columbia",18
"1359",2013-03-01,"British Columbia",20
"1360",2013-04-01,"British Columbia",19.8
"1361",2013-05-01,"British Columbia",18.3
"1362",2013-06-01,"British Columbia",21.3
"1363",2013-07-01,"British Columbia",20.9
"1364",2013-08-01,"British Columbia",20.2
"1365",2013-09-01,"British Columbia",20.9
"1366",2013-10-01,"British Columbia",21.2
"1367",2013-11-01,"British Columbia",26.2
"1368",2013-12-01,"British Columbia",21.4
"1369",2014-01-01,"British Columbia",17.1
"1370",2014-02-01,"British Columbia",19.6
"1371",2014-03-01,"British Columbia",22.9
"1372",2014-04-01,"British Columbia",18.2
"1373",2014-05-01,"British Columbia",20.5
"1374",2014-06-01,"British Columbia",22.2
"1375",2014-07-01,"British Columbia",19.9
"1376",2014-08-01,"British Columbia",20.5
"1377",2014-09-01,"British Columbia",16.8
"1378",2014-10-01,"British Columbia",18.5
"1379",2014-11-01,"British Columbia",17.8
"1380",2014-12-01,"British Columbia",20
"1381",2015-01-01,"British Columbia",25.6
"1382",2015-02-01,"British Columbia",18
"1383",2015-03-01,"British Columbia",22.1
"1384",2015-04-01,"British Columbia",22.6
"1385",2015-05-01,"British Columbia",21.3
"1386",2015-06-01,"British Columbia",23.7
"1387",2015-07-01,"British Columbia",17
"1388",2015-08-01,"British Columbia",22.8
"1389",2015-09-01,"British Columbia",19.2
"1390",2015-10-01,"British Columbia",17.1
"1391",2015-11-01,"British Columbia",20.1
"1392",2015-12-01,"British Columbia",17
"1393",2016-01-01,"British Columbia",15.1
"1394",2016-02-01,"British Columbia",16.1
"1395",2016-03-01,"British Columbia",16.8
"1396",2016-04-01,"British Columbia",15.8
"1397",2016-05-01,"British Columbia",15.7
"1398",2016-06-01,"British Columbia",20.3
"1399",2016-07-01,"British Columbia",19.3
"1400",2016-08-01,"British Columbia",21.6
"1401",2016-09-01,"British Columbia",23.6
"1402",2016-10-01,"British Columbia",18.8
"1403",2016-11-01,"British Columbia",18.4
"1404",2016-12-01,"British Columbia",18.1
"1405",2017-01-01,"British Columbia",19
"1406",2017-02-01,"British Columbia",16.1
"1407",2017-03-01,"British Columbia",16.1
"1408",2017-04-01,"British Columbia",16.4
"1409",2017-05-01,"British Columbia",17.2
"1410",2017-06-01,"British Columbia",18.8
"1411",2017-07-01,"British Columbia",15
"1412",2017-08-01,"British Columbia",17.1
"1413",2017-09-01,"British Columbia",20.4
"1414",2017-10-01,"British Columbia",20.7
"1415",2017-11-01,"British Columbia",16.9
"1416",2017-12-01,"British Columbia",21.7
"1417",2018-01-01,"British Columbia",17.6
"1418",2018-02-01,"British Columbia",19.3
"1419",2018-03-01,"British Columbia",18
"1420",2018-04-01,"British Columbia",19.5
"1421",2018-05-01,"British Columbia",19.5
"1422",2018-06-01,"British Columbia",20.1
"1423",2018-07-01,"British Columbia",16
"1424",2018-08-01,"British Columbia",14.9
"1425",2018-09-01,"British Columbia",16
"1426",2018-10-01,"British Columbia",14.3
"1427",2018-11-01,"British Columbia",13.1
"1428",2018-12-01,"British Columbia",13.4
"1429",2019-01-01,"British Columbia",12.1
"1430",2019-02-01,"British Columbia",13.9
"1431",2019-03-01,"British Columbia",15.1
"1432",2019-04-01,"British Columbia",13.5
"1433",2019-05-01,"British Columbia",12.3
"1434",2019-06-01,"British Columbia",10.6
"1435",2019-07-01,"British Columbia",12.1
"1436",2019-08-01,"British Columbia",11.7
"1437",2019-09-01,"British Columbia",12.1
"1438",2019-10-01,"British Columbia",11.7
"1439",2019-11-01,"British Columbia",13.2
"1440",2019-12-01,"British Columbia",13.7
"1441",2020-01-01,"British Columbia",13
"1442",2020-02-01,"British Columbia",14
"1443",2020-03-01,"British Columbia",11.8
"1444",2020-04-01,"British Columbia",9.6
"1445",2020-05-01,"British Columbia",10.4
"1446",2020-06-01,"British Columbia",12.9
"1447",2020-07-01,"British Columbia",18.3
"1448",2020-08-01,"British Columbia",15
"1449",2020-09-01,"British Columbia",21.6
"1450",2020-10-01,"British Columbia",18.3
"1451",2020-11-01,"British Columbia",18.3
"1452",2020-12-01,"British Columbia",20.1
